"species","species_id","phenophase_id","common_name","phenophase_description","intensity_value","site_name","elevation_in_meters","elev_bands","tmin_winter","tmin_spring","tmax_winter","tmax_spring","daylength","individual_id","year","day_of_year"
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",0.13,7.9,11.4,21.97,50458,50033,2016,140
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",0.13,7.9,11.4,21.97,51840,50034,2016,166
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",0.13,7.9,11.4,21.97,50458,50035,2016,140
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",0.13,7.9,11.4,21.97,51840,50036,2016,166
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",0.13,7.9,11.4,21.97,50458,50037,2016,140
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",0.13,7.9,11.4,21.97,50803,50038,2016,145
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",0.13,7.9,11.4,21.97,50803,50039,2016,145
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",0.13,7.9,11.4,21.97,51840,90373,2016,166
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-2.49,4.63,7.64,17.18,49421,50042,2016,130
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-2.49,4.63,7.64,17.18,49421,50043,2016,130
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-2.49,4.63,7.64,17.18,49421,50046,2016,130
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-2.49,4.63,7.64,17.18,49421,50047,2016,130
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-2.49,4.63,7.64,17.18,50458,50049,2016,139
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-2.49,4.63,7.64,17.18,50458,50049,2016,139
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-2.49,4.63,7.64,17.18,49421,50054,2016,130
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-2.49,4.63,7.64,17.18,49421,50057,2016,130
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-2.49,4.63,7.64,17.18,49421,50060,2016,130
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",0.06,7.9,10.84,21.39,48384,50675,2016,119
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",0.06,7.9,10.84,21.39,48038,50680,2016,116
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",0.06,7.9,10.84,21.39,48038,50681,2016,116
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",0.06,7.9,10.84,21.39,48038,50682,2016,116
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",0.06,7.9,10.84,21.39,48038,50684,2016,116
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",0.06,7.9,10.84,21.39,48038,50685,2016,116
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-0.02,7.96,10.08,20.73,48384,50704,2016,120
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-0.02,7.96,10.08,20.73,48384,50706,2016,120
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-0.02,7.96,10.08,20.73,39744,116613,2016,289
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-0.02,7.96,10.08,20.73,39744,116614,2016,289
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-0.02,7.96,10.08,20.73,39744,116615,2016,289
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-0.02,7.96,10.08,20.73,39744,116616,2016,289
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-0.02,7.96,10.08,20.73,39744,116617,2016,289
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50312,2016,120
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50686,2016,120
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,50112,50687,2016,136
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50688,2016,120
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50689,2016,120
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,47693,50690,2016,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50691,2016,120
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50692,2016,120
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50693,2016,120
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50694,2016,120
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50695,2016,120
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50696,2016,120
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50697,2016,120
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-0.53,7.08,10.23,20.54,48384,50698,2016,120
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,48038,67707,2016,118
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,48038,67708,2016,118
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,48038,67709,2016,118
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67710,2016,140
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,48038,67711,2016,118
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,48384,67712,2016,119
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67713,2016,140
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67713,2016,140
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,47347,67714,2016,112
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67715,2016,140
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,49075,67718,2016,126
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67719,2016,140
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67720,2016,140
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67720,2016,140
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67721,2016,140
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67721,2016,140
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,49075,67722,2016,126
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,48384,67724,2016,119
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67725,2016,140
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67725,2016,140
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67726,2016,140
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-0.25,7.32,10.97,21.4,50458,67726,2016,140
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Webcam",1458,">1300m",-3.42,3.58,6.3,15.36,43200,115580,2016,264
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Webcam",1458,">1300m",-3.42,3.58,6.3,15.36,43200,115581,2016,264
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Webcam",1458,">1300m",-3.42,3.58,6.3,15.36,43200,115584,2016,264
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Webcam",1458,">1300m",-3.42,3.58,6.3,15.36,43200,115585,2016,264
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Webcam",1458,">1300m",-3.42,3.58,6.3,15.36,43200,115586,2016,264
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50803,23058,2017,144
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50803,23066,2017,144
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50112,23068,2017,137
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,49766,42716,2017,134
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50803,42718,2017,144
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50112,42719,2017,137
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50803,42722,2017,144
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,48730,42723,2017,123
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50112,42724,2017,137
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50112,42725,2017,137
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50803,42726,2017,144
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50803,42727,2017,144
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50112,42728,2017,137
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.08,4.04,8.01,14.96,50458,141595,2017,202
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,49421,29315,2017,128
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,47347,32898,2017,111
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,49421,32899,2017,128
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,47347,32900,2017,111
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,49421,32901,2017,128
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,47347,32930,2017,111
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,47347,33104,2017,111
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,49421,33105,2017,128
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,47347,33107,2017,111
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,47347,33108,2017,111
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,47347,33111,2017,111
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,49421,33112,2017,128
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,49766,33116,2017,132
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,47347,33117,2017,111
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,47347,33122,2017,111
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,47347,33123,2017,111
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",1.12,8.22,12.69,21.21,50458,75418,2017,139
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.87,7.83,12.61,21.1,48038,29438,2017,118
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.87,7.83,12.61,21.1,50112,29441,2017,135
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.87,7.83,12.61,21.1,48038,29442,2017,118
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.87,7.83,12.61,21.1,46656,29443,2017,106
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.87,7.83,12.61,21.1,47002,29444,2017,110
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.87,7.83,12.61,21.1,47002,29446,2017,110
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.87,7.83,12.61,21.1,46656,90114,2017,106
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.46,7.3,11.88,20.2,47693,29877,2017,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.46,7.3,11.88,20.2,47693,29878,2017,114
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.46,7.3,11.88,20.2,47693,29883,2017,114
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.46,7.3,11.88,20.2,47693,29887,2017,114
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.46,7.3,11.88,20.2,47693,29888,2017,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.46,7.3,11.88,20.2,47693,29893,2017,114
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,51494,29894,2017,158
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,51494,29895,2017,158
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,51494,29897,2017,158
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,49766,29898,2017,132
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,49766,29899,2017,132
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,49766,29900,2017,132
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,51494,29902,2017,158
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,50803,29903,2017,146
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,49766,29904,2017,132
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,49766,29905,2017,132
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,50803,29906,2017,146
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,50803,29907,2017,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,51494,29909,2017,158
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,51494,29910,2017,158
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,51840,48476,2017,161
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,49766,48477,2017,132
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,49766,48479,2017,132
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-1.74,4.35,7.93,15.26,49766,132253,2017,132
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,29912,2017,158
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,29913,2017,158
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,29914,2017,158
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,29915,2017,158
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,29916,2017,158
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51840,29917,2017,167
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,29918,2017,158
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,29919,2017,158
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51840,29921,2017,167
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51840,29922,2017,167
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51840,29923,2017,167
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,29925,2017,158
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,29926,2017,158
"pensylvanica",1189,483,"pin cherry","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,48480,2017,158
"pensylvanica",1189,483,"pin cherry","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,48481,2017,158
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-2.66,3.16,5.81,12.74,51494,77754,2017,158
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.09,6.8,12.21,20.3,47002,29928,2017,110
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.09,6.8,12.21,20.3,47002,29930,2017,110
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.09,6.8,12.21,20.3,47002,29931,2017,110
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.09,6.8,12.21,20.3,47002,29932,2017,110
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.09,6.8,12.21,20.3,47002,29934,2017,110
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.09,6.8,12.21,20.3,47002,29935,2017,110
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.09,6.8,12.21,20.3,48730,29939,2017,122
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.09,6.8,12.21,20.3,47002,45476,2017,110
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.09,6.8,12.21,20.3,47002,48473,2017,110
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.09,6.8,12.21,20.3,49421,48475,2017,131
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.3,7.18,12.46,20.66,51494,29941,2017,188
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.3,7.18,12.46,20.66,51494,29949,2017,188
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.3,7.18,12.46,20.66,51494,29950,2017,188
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.3,7.18,12.46,20.66,51494,29951,2017,188
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.3,7.18,12.46,20.66,51494,29952,2017,188
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.3,7.18,12.46,20.66,51494,29955,2017,188
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.3,7.18,12.46,20.66,51494,29956,2017,188
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.3,7.18,12.46,20.66,51494,29958,2017,188
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.3,7.18,12.46,20.66,51494,56415,2017,188
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-OVC",612,"<800m",0.29,7.08,12.71,20.88,48730,29960,2017,122
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-OVC",612,"<800m",0.29,7.08,12.71,20.88,48730,29962,2017,122
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-OVC",612,"<800m",0.29,7.08,12.71,20.88,49421,29963,2017,214
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-OVC",612,"<800m",0.29,7.08,12.71,20.88,49421,48462,2017,129
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-OVC",612,"<800m",0.29,7.08,12.71,20.88,48730,48464,2017,122
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-OVC",612,"<800m",0.29,7.08,12.71,20.88,49075,48465,2017,127
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",1.12,8.22,12.69,21.21,49766,33214,2017,133
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",1.12,8.22,12.69,21.21,49766,33215,2017,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",1.12,8.22,12.69,21.21,49766,33217,2017,133
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",1.12,8.22,12.69,21.21,49766,33218,2017,133
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",1.12,8.22,12.69,21.21,49766,33219,2017,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",1.12,8.22,12.69,21.21,49766,33220,2017,133
